ID_Candidate,firstname,lastname,gender,city,district,group
45805,Elisabeth,Weidmann,f,Pfäffikon ZH,Zürich,EVP/PEV
45806,Marianne,Spiess,f,Effretikon,Zürich,EVP/PEV
45807,Mark,Wisskirchen,m,Kloten,Zürich,EVP/PEV
45808,Niklaus (Nik),Gugger,m,Winterthur,Zürich,EVP/PEV
45809,Heidi,Kläusler-Gysin,f,Opfikon,Zürich,EVP/PEV
45810,Tanja,Boesch,f,Dübendorf,Zürich,EVP/PEV
45811,Katharina,Wachter,f,Elgg,Zürich,EVP/PEV
45812,Claudia,Rabelbauer,f,Zürich,Zürich,EVP/PEV
45813,Bruno,Kleeb,m,Bauma,Zürich,EVP/PEV
45814,Pia,Ernst,f,Wetzikon,Zürich,EVP/PEV
45815,Sandra,Rottensteiner,f,Urdorf,Zürich,EVP/PEV
45816,Peter,Anderegg,m,Zürich,Zürich,EVP/PEV
45817,Eveline,Fenner,f,Affoltern a.A.,Zürich,EVP/PEV
45818,Barbara,Huizinga-Kauer,f,Winterthur,Zürich,EVP/PEV
45819,Ernst,Danner,m,Zürich,Zürich,EVP/PEV
45820,Hanspeter,Hugentobler,m,Pfäffikon ZH,Zürich,EVP/PEV
45821,Michael,Bänninger,m,Winterthur,Zürich,EVP/PEV
45822,Mark,Eberli,m,Bülach,Zürich,EVP/PEV
45823,Katharina (Kati),Pflugshaupt,f,Zürich,Zürich,EVP/PEV
45824,Felix,Wirz,m,Zollikerberg,Zürich,EVP/PEV
45825,Felix,Ruther,m,Regensdorf,Zürich,EVP/PEV
45826,Renato,Pfeffer,m,Richterswil,Zürich,EVP/PEV
45827,Christina,Furrer,f,Henggart,Zürich,EVP/PEV
45828,David,Herzog,m,Winterthur,Zürich,others
45829,Stefan,Burch,m,Wetzikon,Zürich,EVP/PEV
45830,Ernest (Amos),Omoruyi,m,Winterthur,Zürich,EVP/PEV
45831,Walter,Meier,m,Uster,Zürich,EVP/PEV
45832,Ursula,Hänni-Hauser,f,Uetikon a. S.,Zürich,EVP/PEV
45833,Markus,Schaaf,m,Rämismühle,Zürich,EVP/PEV
45834,Nadine,Burtscher,f,Dietikon,Zürich,EVP/PEV
45835,Daniel,Sommer,m,Affoltern a.A.,Zürich,EVP/PEV
45836,Elsbeth,Kuster,f,Thalwil,Zürich,EVP/PEV
45837,Beat,Monhart,m,Gossau ZH,Zürich,EVP/PEV
45838,Roger,Föhn,m,Zürich,Zürich,EVP/PEV
45839,Tobias,Mani,m,Au,Zürich,EVP/PEV
45840,Barbara,Günthard-Fitze,f,Winterthur,Zürich,EVP/PEV
45841,Ingrid,Spiess,f,Stallikon,Zürich,EVP/PEV
45842,Karin,Sutter,f,Kloten,Zürich,EVP/PEV
45843,Silvia,Ulrich,f,Küsnacht,Zürich,EVP/PEV
45844,Emerita (Merita),Göldi,f,Uster,Zürich,EVP/PEV
45845,Sibylle,Schmid,f,Mettmenstetten,Zürich,EVP/PEV
45846,Rebekka,Altmann,f,Gossau,Zürich,EVP/PEV
45847,Gabriela,Monhart,f,Gossau,Zürich,EVP/PEV
45848,Ruth,Kleiber,f,Winterthur,Zürich,EVP/PEV
45849,Nancy,Bolleter,f,Winterthur,Zürich,EVP/PEV
45850,Ursula,Ziefle,f,Adliswil,Zürich,EVP/PEV
45851,Monika,Walter,f,Riet Neftenbach,Zürich,EVP/PEV
45852,Carola,Arn,f,Rüti,Zürich,EVP/PEV
45853,Lilian,Banholzer Hänzi,f,Winterthur,Zürich,EVP/PEV
45854,Susanne,Furrer-Wolfensberger,f,Wetzikon,Zürich,EVP/PEV
45855,Madeleine,Stäubli-Roduner,f,Esslingen,Zürich,EVP/PEV
45856,Elisabeth,Mailänder,f,Zürich,Zürich,EVP/PEV
45857,Katharina,Cryer,f,Berg,Zürich,EVP/PEV
45858,Maja,Stoffel,f,Seuzach,Zürich,EVP/PEV
45859,Elina,Minder,f,Neftenbach,Zürich,EVP/PEV
45860,Tania Kristin,Woodhatch,f,Kloten,Zürich,EVP/PEV
45861,Franziska,Kramer-Schwob,f,Winterthur,Zürich,EVP/PEV
45862,Elisabet,Marzorati,f,Bäretswil,Zürich,EVP/PEV
45863,Karin,Hügli Schweizer,f,Pfäffikon,Zürich,EVP/PEV
45864,Maria Ursula,Boller-Schmidt,f,Winterthur,Zürich,EVP/PEV
45865,Susanne (Susi),Lüssi,f,Zürich,Zürich,EVP/PEV
45866,Ursula,Longatti,f,Pfäffikon,Zürich,EVP/PEV
45867,Marianne,Rauber,f,Uster,Zürich,EVP/PEV
45868,Christiane,Ilg-Lutz,f,Dietikon,Zürich,EVP/PEV
45869,Annelise,Diserens,f,Zürich,Zürich,EVP/PEV
45870,Elisabeth (Lisette),Mülller-Jaag,f,Knonau,Zürich,EVP/PEV
45871,Susanne,Oram-Blaser,f,Winterthur,Zürich,EVP/PEV
45872,Christa,Maag,f,Dietikon,Zürich,EVP/PEV
45873,Manuela,Ehmann-Nydegger,f,Dietikon,Zürich,EVP/PEV
45874,Angelika,Kaplony-Bachofner,f,Kilchberg,Zürich,EVP/PEV
45875,Andrea Ursula,Jufer,f,Zürich,Zürich,EVP/PEV
45876,Daniel,Peter,m,Zürich,Zürich,others
45877,Mattia Luca,Incerti,m,Dietlikon,Zürich,others
45878,Valentina,Welser,f,Winterthur,Zürich,others
45879,Dominic,Täubert,m,Pfäffikon ZH,Zürich,EVP/PEV
45880,Sarah,Bach,f,Uster,Zürich,EVP/PEV
45881,Alexandra,Taras,f,Zürich,Zürich,EVP/PEV
45882,Jaël,Schaaf,f,Rämismühle,Zürich,EVP/PEV
45883,Avi,Girschweiler,m,Winterthur,Zürich,EVP/PEV
45884,Sarah,Zimmermann-Aemisegger,f,Dietikon,Zürich,EVP/PEV
45885,Svenja,Jungen,f,Wädenswil,Zürich,EVP/PEV
45886,Nicole,Schmarewski,f,Rüti ZH,Zürich,EVP/PEV
45887,Seraina,Sommer,f,Affoltern am Albis,Zürich,EVP/PEV
45888,Elena,Schwander-Verga,f,Lufingen,Zürich,EVP/PEV
45889,Michelle,Meier,f,Wetzikon ZH,Zürich,EVP/PEV
45890,Julia Simea,Walker,f,Rüti ZH,Zürich,EVP/PEV
45891,Jonathan,Borer,m,Winkel,Zürich,EVP/PEV
45892,Christina,Hänni,f,Uetikon am See,Zürich,EVP/PEV
45893,Irene,Scheuss,f,Winterthur,Zürich,EVP/PEV
45894,Raphaela,Fritzsche,f,Zürich,Zürich,EVP/PEV
45895,Tobias,Schmid,m,Winterthur,Zürich,EVP/PEV
45896,Fabienne,Iff,f,Zürich,Zürich,EVP/PEV
45897,Tobias,Adam,m,Uster,Zürich,EVP/PEV
45898,Jonas,Stutz,m,Thalwil,Zürich,EVP/PEV
45899,Stefan,Erb,m,Hettlingen,Zürich,EVP/PEV
45900,Rico,Brütsch,m,Zürich,Zürich,EVP/PEV
45901,Mael,Schaad,m,Nänikon,Zürich,EVP/PEV
45902,Nicola,Hartmann,m,Kleinandelfingen,Zürich,EVP/PEV
45903,Tim,Häfliger,m,Kloten,Zürich,EVP/PEV
45904,Daniel,Zinsstag,m,Stammheim,Zürich,EVP/PEV
45905,Julia,Oswald,f,Rüti ZH,Zürich,EVP/PEV
45906,Delona,Brack-Steiner,f,Wetzikon ZH,Zürich,EVP/PEV
45907,Benjamin,Sager,m,Zürich,Zürich,EVP/PEV
45908,Damaris,Bach,f,Uster,Zürich,EVP/PEV
45909,Seraina,Raymann,f,Männedorf,Zürich,EVP/PEV
45910,Andreas,Ziegler,m,Stäfa,Zürich,EVP/PEV
45911,Tobias,Schaad,m,Winterthur,Zürich,EVP/PEV
45912,Felix,Kuhn,m,Uetikon am See,Zürich,EVP/PEV
45913,Nicola Christian,Dohner,m,Bauma,Zürich,EVP/PEV
45914,Monika,Bätschmann,f,Zürich,Zürich,GPS/PES
45915,Urs,Dietschi,m,Tagelswangen,Zürich,GPS/PES
45916,Lucas,Neff,m,Dietikon,Zürich,GPS/PES
45917,Katharina,Prelicz-Huber,f,Zürich,Zürich,GPS/PES
45918,Marionna,Schlatter-Schmid,f,Hinwil,Zürich,GPS/PES
45919,Balthasar,Glättli,m,Zürich,Zürich,GPS/PES
45921,Luca,Maggi,m,Zürich,Zürich,GPS/PES
45922,Gabi,Kisker,f,Zürich,Zürich,GPS/PES
45923,Bastien,Girod,m,Zürich,Zürich,GPS/PES
45924,Katharina (Kathy),Steiner,f,Zürich,Zürich,GPS/PES
45925,Regula,Kaeser-Stöckli,f,Kloten,Zürich,GPS/PES
45926,Katharina,Frei Glowatz,f,Winterthur,Zürich,GPS/PES
45927,Martin,Graf,m,Effretikon,Zürich,GPS/PES
45928,Meret,Schneider,f,Uster,Zürich,GPS/PES
45929,Beat,Bloch,m,Zürich,Zürich,GPS/PES
45930,Anika,Brunner,f,Hombrechtikon,Zürich,GPS/PES
45931,Renate,Dürr,f,Winterthur,Zürich,GPS/PES
45932,Elena,Marti,f,Zürich,Zürich,GPS/PES
45933,Felix,Moser,m,Zürich,Zürich,GPS/PES
45934,Maurice,Maggi,m,Zürich,Zürich,GPS/PES
45935,Muammer,Kurtulmus,m,Zürich,Zürich,GPS/PES
45936,Julian,Croci,m,Dübendorf,Zürich,GPS/PES
45937,David,Galeuchet,m,Bülach,Zürich,GPS/PES
45938,Karin,Fehr Thoma,f,Uster,Zürich,GPS/PES
45939,Thomas,Forrer,m,Erlenbach,Zürich,GPS/PES
45940,Andrea,Hadorn-Stuker,f,Gossau ZH,Zürich,GPS/PES
45941,Peter,Stamm,m,Winterthur,Zürich,GPS/PES
45942,Bruno,Arnold,m,Unterstammheim,Zürich,GPS/PES
45943,Simon,Kälin-Werth,m,Zürich,Zürich,GPS/PES
45944,Silvia,Rigoni,f,Zürich,Zürich,GPS/PES
45945,Edith,Häusler,f,Kilchberg,Zürich,GPS/PES
45946,Gabriela (Gabi),Reiss-Wenger,f,Niederweningen,Zürich,GPS/PES
45947,Martin,Wunderli,m,Wetzikon,Zürich,GPS/PES
45948,Vera,Anders Oettli,f,Hausen a.A.,Zürich,GPS/PES
45949,Franziska,Eggenberg,f,Thun,Bern,small right
45950,Christian,Gerber,m,Steffisburg,Bern,small right
45951,Markus,Reichenbach,m,Wiler b. Seedorf,Bern,small right
45952,Barbara,Loosli,f,Eriswil,Bern,small right
45953,Niklaus,Burri,m,Köniz,Bern,small right
45954,Johann Ulrich,Grädel,m,Huttwil,Bern,small right
45955,Jakob,Schwarz,m,Adelboden,Bern,small right
45956,Stefan,Trachsel,m,Brienz,Bern,small right
45957,Bernhard Urs,Baumann,m,Thierachern,Bern,small right
45958,Hansjürg,Gobeli,m,Matten b. St. Stephan,Bern,small right
45959,Andreas,Gafner,m,Oberwil,Bern,small right
45960,Beat,Gubser,m,Bern,Bern,small right
45961,Samuel,Kullmann,m,Hilterfingen,Bern,small right
45962,Markus,Fankhauser,m,Lützelflüh,Bern,small right
45963,Katharina,Baumann,f,Münsingen,Bern,small right
45964,Benjamin,Carisch,m,Spiez,Bern,small right
45965,Ernst,Tanner,m,Ranflüh,Bern,small right
45966,Michael,Brönnimann,m,Belp,Bern,small right
45967,Peter,Bonsack,m,Kallnach,Bern,small right
45968,Martin,Stucki,m,Guggisberg,Bern,small right
45969,Marc,Früh,m,Lamboing,Bern,small right
45970,Christian,Neuenschwander,m,Zimmerwald,Bern,small right
45971,Sonja,Steinmann,f,Rüegsauschachen,Bern,small right
45972,Stephan,Stoller,m,Ried b. Frutigen,Bern,small right
45973,Lorenz,Hess,m,Stettlen,Bern,BDP/PBD
45974,Daniel,Cattaruzza,m,Lyss,Bern,BDP/PBD
45975,Heinz,Egli,m,Faulensee,Bern,BDP/PBD
45977,Martin,Lüthi (Gartentor),m,Horrenbach,Bern,BDP/PBD
45978,Beatrice,Simon,f,Seedorf,Bern,BDP/PBD
45979,Jürg,Rothenbühler,m,Lauperswil,Bern,BDP/PBD
45980,Ueli,Frutiger,m,Oberhofen,Bern,BDP/PBD
45981,Monika,Gygax-Böninger,f,Obersteckholz,Bern,BDP/PBD
45982,Francesco Marco,Rappa,m,Burgdorf,Bern,BDP/PBD
45983,Isabelle,Heer,f,Bern,Bern,BDP/PBD
45984,Adrian,Hauser,m,Worb,Bern,BDP/PBD
45985,Anita,Luginbühl-Bachmann,f,Krattigen,Bern,BDP/PBD
45986,Anita,Herren-Brauen,f,Rosshäusern,Bern,BDP/PBD
45987,Vania,Kohli,f,Bern,Bern,BDP/PBD
45988,Josef,Jenni,m,Oberburg,Bern,BDP/PBD
45989,Heinz,Siegenthaler,m,Rüti b. Büren,Bern,BDP/PBD
45990,Charlotte,Gübeli-Grütter,f,Burgdorf,Bern,BDP/PBD
45991,Christine,Bühler,f,Tavannes,Bern,BDP/PBD
45992,Astrid,Bärtschi Mosimann,f,Ostermundigen,Bern,BDP/PBD
45993,Philip,Kohli,m,Bern,Bern,BDP/PBD
45994,Ulrich,Stähli,m,Gasel,Bern,BDP/PBD
45995,Michelle,Renaud,f,Fankhaus,Bern,BDP/PBD
45996,André,Roggli,m,Rüschegg Heubach,Bern,BDP/PBD
45997,Michèle,Schwarz,f,Ligerz,Bern,BDP/PBD
45998,Sandra,Weibel,f,Aarberg,Bern,BDP/PBD
46000,Salomon,Moser,m,Herzogenbuchsee,Bern,BDP/PBD
46001,Lukas,Herrmann,m,Thun,Bern,BDP/PBD
46002,Robin,Parisi,m,Renan,Bern,BDP/PBD
46003,David,Bilang,m,Lengnau,Bern,BDP/PBD
46004,Sandro,Cantieni,m,Laupen,Bern,BDP/PBD
46005,Marcel,Erhard,m,Lützelflüh,Bern,BDP/PBD
46006,Debora Vanessa,Gerlach,f,Roggwil,Bern,BDP/PBD
46007,Bendicht,Glauser,m,Burgistein,Bern,BDP/PBD
46009,Nicolas,Huissoud,m,Jens,Bern,BDP/PBD
46010,Dominik,Luginbühl,m,Krattigen,Bern,BDP/PBD
46011,Thomas,Kaufmann,m,Lyss,Bern,BDP/PBD
46012,Jan,Wüthrich,m,Vinelz,Bern,BDP/PBD
46013,Astrick,Reist,f,Thun,Bern,BDP/PBD
46014,Sascha,Zbinden,m,Bern,Bern,BDP/PBD
46015,Timo,Steinlin,m,Wabern,Bern,BDP/PBD
46016,Selina,Reichenbach,f,Zollikofen,Bern,BDP/PBD
46017,Lukas,Zwyer,m,Worb,Bern,BDP/PBD
46018,Kai,Muff,m,Biel / Bienne,Bern,BDP/PBD
46019,Remo,Zuberbühler,m,Herzogenbuchsee,Bern,BDP/PBD
46020,Nino,Leuenberger,m,Worben,Bern,BDP/PBD
46021,Bettina,Jans-Troxler,f,Bern,Bern,EVP/PEV
46022,Ruedi,Löffel,m,Münchenbuchsee,Bern,EVP/PEV
46023,Lukas,Rentsch,m,Schalunen,Bern,EVP/PEV
46024,Matthias,Stürmer,m,Bern,Bern,EVP/PEV
46025,Bernhard,Zaugg,m,Köniz,Bern,EVP/PEV
46026,Melanie,Beutler-Hohenberger,f,Gwatt,Bern,EVP/PEV
46027,Hanspeter,Steiner,m,Boll,Bern,EVP/PEV
46028,Patrik,Locher,m,Liebefeld,Bern,EVP/PEV
46029,Christine,Grogg,f,Bützberg,Bern,EVP/PEV
46030,Anna,Fink,f,Spiez,Bern,EVP/PEV
46031,Hans,Kipfer,m,Münsingen,Bern,EVP/PEV
46032,Marianne,Streiff,f,Urtenen-Schönbühl,Bern,EVP/PEV
46033,Martin,Aeschlimann,m,Burgdorf,Bern,EVP/PEV
46034,Christine,Hofer,f,Grosshöchstetten,Bern,EVP/PEV
46035,Barbara,Stotzer-Wyss,f,Büren an der Aare,Bern,EVP/PEV
46036,Marc,Jost,m,Thun,Bern,EVP/PEV
46037,Christine,Schnegg,f,Lyss,Bern,EVP/PEV
46038,Stefan,Hermann,m,Rütschelen,Bern,EVP/PEV
46039,Tabea,Bossard-Jenni,f,Oberburg,Bern,EVP/PEV
46040,Hans Peter,Bach,m,Frutigen,Bern,EVP/PEV
46041,Markus,Wenger,m,Spiez,Bern,EVP/PEV
46042,Tom,Gerber,m,Reconvilier,Bern,EVP/PEV
46043,Joel,Hauser,m,Nidau,Bern,EVP/PEV
46044,Barbara,Streit-Stettler,f,Bern,Bern,EVP/PEV
46045,Jasmine,Hari,f,Oberdiessbach,Bern,EVP/PEV
46046,Nadine,Möri,f,Münchenbuchsee,Bern,EVP/PEV
46047,Sara,Schnegg,f,Lyss,Bern,EVP/PEV
46048,Saskia,Schwyn,f,Boll,Bern,EVP/PEV
46049,Dario,Frey,m,Spiez,Bern,EVP/PEV
46050,Jonas,Meinen,m,Konolfingen,Bern,EVP/PEV
46051,Timothy,Surbeck,m,Steffisburg,Bern,EVP/PEV
46052,Valérie,Oppliger,f,Tramelan,Bern,EVP/PEV
46053,Janina,Heiniger,f,Lotzwil,Bern,EVP/PEV
46054,Myriam,Zürcher,f,Ostermundigen,Bern,EVP/PEV
46055,Silas,Liechti,m,Biel,Bern,EVP/PEV
46056,Lukas,Wellauer,m,Bern,Bern,EVP/PEV
46057,Raphael,Hählen,m,Thun,Bern,EVP/PEV
46058,Rebecca,Renfer,f,Münsingen,Bern,EVP/PEV
46059,Nicolai,Grimm,m,Belp,Bern,EVP/PEV
46060,Simon,Badertscher,m,Thun,Bern,EVP/PEV
46061,Hanna,Beck,f,Gümligen,Bern,EVP/PEV
46062,Danae,Baumann,f,Seftigen,Bern,EVP/PEV
46063,Lévi,Sollberger,m,Nods,Bern,EVP/PEV
46064,Matthias,Haller,m,Ittigen,Bern,EVP/PEV
46065,Andrin,Lehmann,m,Biel,Bern,EVP/PEV
46066,Melody,Rubin,f,Steffisburg,Bern,EVP/PEV
46067,Matthias,Bühlmann,m,Bern,Bern,EVP/PEV
46068,Patric,Küenzi,m,Brenzikofen,Bern,EVP/PEV
46069,Sandra,Gurtner-Oesch,f,Biel,Bern,GLP/PVL
46070,Sébastien,Flury,m,Corgémont,Bern,GLP/PVL
46071,Ben,Hüter,m,Wabern,Bern,GLP/PVL
46072,Andreas,Klakow,m,Oberwil,Bern,GLP/PVL
46073,Anne,Grüninger,f,Bern,Bern,GLP/PVL
46074,Frédéric,Maurer,m,Bern,Bern,GLP/PVL
46075,Bettina,Knellwolf,f,Bern,Bern,GLP/PVL
46076,Stefanie,Lussi,f,Worb,Bern,GLP/PVL
46077,Michael,Gehret,m,Feutersoey,Bern,GLP/PVL
46078,Désirée,Stocker,f,Spiegel,Bern,GLP/PVL
46079,Matthias,Haldimann,m,Bolligen,Bern,GLP/PVL
46080,Martin,Egger,m,Frutigen,Bern,GLP/PVL
46081,Thomas,Brönnimann,m,Mittelhäusern,Bern,GLP/PVL
46082,Marc,Allenbach,m,Reichenbach,Bern,GLP/PVL
46084,Gabriela,Heimgartner-Leu,f,Burgdorf,Bern,GLP/PVL
46085,Thomas,Gehrig,m,Wiedlisbach,Bern,GLP/PVL
46086,Marlis,Roggwiller,f,Obersteckholz,Bern,GLP/PVL
46087,Claudia,Boesch,f,Thun,Bern,GLP/PVL
46088,Annelies,Grossen-Rösti,f,Frutigen,Bern,GLP/PVL
46089,Max,Wiher,m,Biel-Bienne,Bern,GLP/PVL
46090,Renate,Niklaus,f,Langenthal,Bern,GLP/PVL
46091,Marianne,Schild,f,Bern,Bern,GLP/PVL
46092,Senta,Haldimann,f,Bolligen,Bern,GLP/PVL
46093,Stefan,Schlegel,m,Bern,Bern,GLP/PVL
46094,Rahel,Maurer,f,Bern,Bern,GLP/PVL
46095,Sandra,Röthlisberger,f,Liebefeld,Bern,GLP/PVL
46096,Barbara,Stucki,f,Stettlen,Bern,GLP/PVL
46097,Corina,Liebi,f,Uetendorf,Bern,GLP/PVL
46098,Jürg,Grossen,m,Frutigen,Bern,GLP/PVL
46099,Melanie,Gasser,f,Ostermundigen,Bern,GLP/PVL
46100,Christoph,Grimm,m,Burgdorf,Bern,GLP/PVL
46101,Salome,Mathys,f,Bern,Bern,GLP/PVL
46102,Kathrin,Bertschy,f,Bern,Bern,GLP/PVL
46103,Claude,Grosjean,m,Bern,Bern,GLP/PVL
46104,Reto Christian,Neuhaus,m,Steffisburg,Bern,GLP/PVL
46105,Kurt,Schär,m,Roggwil,Bern,GLP/PVL
46106,Melanie,Wyss,f,Wynigen,Bern,GLP/PVL
46107,Gabriela,Blatter,f,Bern,Bern,GLP/PVL
46108,Michael,Ritter,m,Burgdorf,Bern,GLP/PVL
46109,Luca,Alberucci,m,Ostermundigen,Bern,GLP/PVL
46110,Anne-Laurence,Graf-Brugère,f,Burgdorf,Bern,GLP/PVL
46111,Casimir,von Arx,m,Köniz,Bern,GLP/PVL
46112,Melanie,Mettler,f,Bern,Bern,GLP/PVL
46113,Michael,Köpfli,m,Wohlen bei Bern,Bern,GLP/PVL
46114,Tobias,Vögeli,m,Frauenkappelen,Bern,GLP/PVL
46115,Nicole,Krenger,f,Thun,Bern,GLP/PVL
46116,Matthias,Egli,m,Wabern,Bern,GLP/PVL
46117,Markus,Koch,m,Bern,Bern,GLP/PVL
46118,Bianca,Schenk,f,Münsingen,Bern,GLP/PVL
46119,Seraina,Schönenberger,f,Bern,Bern,GLP/PVL
46120,Leena,Raass,f,Mühlethurnen,Bern,GLP/PVL
46121,Manuel,Wüthrich,m,Rüegsauschachen,Bern,GLP/PVL
46122,Lea,Schmid,f,Rüegsauschachen,Bern,GLP/PVL
46123,Christian,Schneeberger,m,Rubigen,Bern,GLP/PVL
46124,Jann,Bangerter,m,Lyss,Bern,GLP/PVL
46125,Selina,Kämpfer,f,Kandersteg,Bern,GLP/PVL
46126,Raffael,Kummer,m,Thun,Bern,GLP/PVL
46127,Maurice,Lindgren,m,Bern,Bern,GLP/PVL
46128,Laura,Meier,f,Thun,Bern,GLP/PVL
46129,Yannick,Hunziker,m,Allmendingen,Bern,GLP/PVL
46130,Denise,Mäder,f,Bern,Bern,GLP/PVL
46131,Andrea,Stoller,f,Gümligen,Bern,GLP/PVL
46132,Natalie,Ossola,f,Bern,Bern,GLP/PVL
46133,Florian,Baderschneider,m,Port,Bern,GLP/PVL
46134,Jeannine,Widmer,f,Thun,Bern,GLP/PVL
46135,Caroline,Lehmann,f,Biel/Bienne,Bern,GLP/PVL
46136,Simon,Buri,m,Konolfingen,Bern,GLP/PVL
46137,Irène,Jordi,f,Bern,Bern,GLP/PVL
46138,Norbert,Fischer,m,Thun,Bern,GLP/PVL
46139,Julien,Stocker,m,Biel,Bern,GLP/PVL
46140,Dyami,Häfliger,m,Langenthal,Bern,GLP/PVL
46141,Regula,Rytz,f,Bern,Bern,GPS/PES
46142,Aline,Trede,f,Bern,Bern,GPS/PES
46143,Daniel,Brügger,m,Spiez,Bern,GPS/PES
46144,Dominique,Bühler,f,Niederscherli,Bern,GPS/PES
46145,Andrea,de Meuron,f,Thun,Bern,GPS/PES
46146,Anna,de Quervain,f,Burgdorf,Bern,GPS/PES
46147,Hasim,Sancar,m,Bern,Bern,GPS/PES
46148,Moussia,von Wattenwyl,f,Tramelan,Bern,GPS/PES
46149,Lena,Frank,f,Biel/Bienne,Bern,GPS/PES
46150,Natalie,Imboden,f,Bern,Bern,GPS/PES
46151,Jan,Remund,m,Mittelhäusern,Bern,GPS/PES
46152,Myriam,Roth,f,Biel/Bienne,Bern,GPS/PES
46153,Manuel C.,Widmer,m,Bern,Bern,GPS/PES
46154,Carine,Stucki,f,Nidau,Bern,GPS/PES
46155,Thomas,Gerber,m,Hinterkappelen,Bern,GPS/PES
46156,Michel,Seiler,m,Trubschachen,Bern,GPS/PES
46157,Christine,Badertscher,f,Madiswil,Bern,GPS/PES
46158,Sophie,Achermann,f,Bern,Bern,GPS/PES
46159,Lisi,Dubler,f,Uettligen,Bern,GPS/PES
46160,Brigitte,Hilty Haller,f,Bern,Bern,GPS/PES
46161,David,Müller,m,Köniz,Bern,GPS/PES
46162,Lukas,Gutzwiller,m,Bern,Bern,GPS/PES
46163,Kilian,Baumann,m,Suberg,Bern,GPS/PES
46164,Bruno,Vanoni,m,Zollikofen,Bern,GPS/PES
46165,Yanik,Wermuth,m,Utzenstorf,Bern,GPS/PES
46166,Manuel,Schmid,m,Biel/Bienne,Bern,GPS/PES
46168,Marlen,Reusser,f,Hindelbank,Bern,GPS/PES
46169,Seline,Fankhauser,f,Bern,Bern,GPS/PES
46170,Raphael,Wyss,m,Bern,Bern,GPS/PES
46171,Jonas,Aegerter,m,Thun,Bern,GPS/PES
46172,Cyril,Bucher,m,Burgdorf,Bern,GPS/PES
46173,Seraina,Graf,f,Thun,Bern,GPS/PES
46174,Anna,Zeilstra,f,Spiez,Bern,GPS/PES
46175,Sandro,Tanner,m,Münsigen,Bern,GPS/PES
46176,Adrian,Aulbach,m,Interlaken,Bern,GPS/PES
46177,Carole,Klopfstein,f,Muri bei Bern,Bern,GPS/PES
46178,Lea,Schweri,f,Bern,Bern,GPS/PES
46179,Seraphine,Iseli,f,Bern,Bern,GPS/PES
46180,Esther,Brechbühler,f,Corgémont,Bern,GPS/PES
46181,Lia,Zehnder,f,Mittelhäusern,Bern,GPS/PES
46182,Vanessa,Salamanca,f,Bern,Bern,GPS/PES
46183,Lea,Zoss,f,Bern,Bern,GPS/PES
46184,Jana,Inäbnit,f,Bowil,Bern,GPS/PES
46185,Cyprien,Louis,m,La Neuveville,Bern,GPS/PES
46186,Leonie,Nägler,f,Bern,Bern,GPS/PES
46187,Simon,Stocker,m,Köniz,Bern,GPS/PES
46188,Elena,Ackermann,f,Mittelhäusern,Bern,GPS/PES
46189,Laura,Kopp,f,Luzern,Luzern,GLP/PVL
46190,Claudia,Huser Barmettler,f,Luzern,Luzern,GLP/PVL
46191,Roland,Fischer,m,Udligenswil,Luzern,GLP/PVL
46192,Riccarda,Schaller,f,Malters,Luzern,GLP/PVL
46193,Michèle,Graber,f,Udligenswil,Luzern,GLP/PVL
46194,Andràs,Özvegyi,m,Luzern,Luzern,GLP/PVL
46195,Markus,Hess,m,Nottwil,Luzern,GLP/PVL
46196,Niklaus,Iten,m,Kriens,Luzern,GLP/PVL
46197,Ursula,Berset,f,Buchrain,Luzern,GLP/PVL
46198,Michael,Töngi,m,Kriens,Luzern,GPS/PES
46199,Rahel,Estermann,f,Luzern,Luzern,GPS/PES
46200,Samuel,Zbinden,m,Sursee,Luzern,GPS/PES
46201,Korintha,Bärtsch,f,Luzern,Luzern,GPS/PES
46202,Monique,Frey,f,Emmen,Luzern,GPS/PES
46203,Nöelle,Bucher,f,Luzern,Luzern,GPS/PES
46204,Hans,Stutz,m,Luzern,Luzern,GPS/PES
46205,Andreas,Hofer,m,Sursee,Luzern,GPS/PES
46206,Gina,Mühlebach,f,Grosswangen,Luzern,GPS/PES
46207,Johanna,Küng,f,Luzern,Luzern,GPS/PES
46208,Mirjam,Reinhard,f,Horw,Luzern,GPS/PES
46209,Teresa,Mestre,f,Rothenburg,Luzern,GPS/PES
46210,Jona,Studhalter,m,Luzern,Luzern,GPS/PES
46211,Janna,Muff,f,Weggis,Luzern,GPS/PES
46212,Nico Che,Eberli,m,Luzern,Luzern,GPS/PES
46213,Jeremias,Brem,m,Wolhusen,Luzern,GPS/PES
46214,Lea,Eberli,f,Sempach Station,Luzern,GPS/PES
46215,Jonas,Heeb,m,Horw,Luzern,GPS/PES
46216,Jamal,Risi,m,St. Niklausen,Luzern,FDP/PLR
46217,Kim,Rast,f,Udligenswil,Luzern,FDP/PLR
46218,Lukas,Blaser,m,Luzern,Luzern,FDP/PLR
46219,Andrea,Ammann,m,Luzern,Luzern,FDP/PLR
46220,Jacqueline,Lang,f,Kriens,Luzern,FDP/PLR
46221,Ramon,Bisang,m,Rothenburg,Luzern,FDP/PLR
46222,Jeronimo,Egle,m,Luzern,Luzern,FDP/PLR
46223,Thomas,von Allmen,m,Gisikon,Luzern,FDP/PLR
46224,Matthias,Erni,m,Kriens,Luzern,FDP/PLR
